	Locustag	Gene	Description	FeatureType	pcnB	WT	cluster
1116	DN756_19435		transcriptional regulator Zur	CDS	0.5692314369261121	0.5658385412519851	0
1117	DN756_17955		threonine/serine exporter	CDS	0.47907658650124574	0.5803316724161841	0
1118	DN756_19760	gltP	glutamate/aspartate:proton symporter GltP	CDS	0.5939060837284519	0.6166616302476178	0
1119	DN756_02435		DUF2570 domain-containing protein	CDS	0.7022274112196306	0.48841116190289363	0
1120	DN756_19415	dnaB	replicative DNA helicase DnaB	CDS	0.5415807698800698	0.5290966797297919	0
1121	DN756_19770		DUF485 domain-containing protein	CDS	0.5514304462357518	0.5619505918296647	0
1122	DN756_19395		excinuclease ABC subunit A	CDS	0.5204422445829286	0.572014006135247	0
1123	DN756_19390		hypothetical protein	CDS	0.5350048136497993	0.5797002751184864	0
1124	DN756_02305		MFS transporter	CDS	0.5219990708751757	0.5447775919439488	0
1125	DN756_19370	rhaD	rhamnulose-1-phosphate aldolase	CDS	0.6126534247762072	0.6739712489157634	0
1126	DN756_19365		L-rhamnose isomerase	CDS	0.6581941950414558	0.6114950123190974	0
1127	DN756_02505		ribosome-associated protein	CDS	0.492459357965867	0.5763336326876838	0
1128	DN756_17975		carbamoyl-phosphate synthase small subunit	CDS	0.5526629619183056	0.6896639081088861	0
1129	DN756_17980		4-hydroxy-tetrahydrodipicolinate reductase	CDS	0.5317223439151822	0.5452559633768241	0
1130	DN756_19295		oxidoreductase FeS-binding subunit	CDS	0.5634054297998192	0.6614918047393781	0
1131	DN756_02525		nucleoside diphosphate kinase regulator	CDS	0.4712599474676576	0.5776273075634241	0
1132	DN756_19410	alr	alanine racemase	CDS	0.5840359089341931	0.5387126720801346	0
1133	DN756_02530	treC	alpha,alpha-phosphotrehalase	CDS	0.47736305546553637	0.674521177101961	0
1134	DN756_03460	ftsP	cell division protein FtsP	CDS	0.559643410363954	0.5356388742902518	0
1135	DN756_18330	rfaQ	putative lipopolysaccharide heptosyltransferase III	CDS	0.4713266540184017	0.5901326516999756	0
1136	DN756_19665		EscR/YscR/HrcR family type III secretion system export apparatus protein	CDS	0.5032131006538739	0.571685221173561	0
1137	DN756_19635		LysR family transcriptional regulator	CDS	0.5844795598143341	0.4982609473409515	0
1138	DN756_02380		oxidoreductase	CDS	0.643529774797838	0.5205124865789886	0
1139	DN756_19630		transporter	CDS	0.6770917343410795	0.5247867463930032	0
1140	DN756_02365	aroQ	type II 3-dehydroquinate dehydratase	CDS	0.5626263881670863	0.5704899934539832	0
1141	DN756_19625	metC	cystathionine beta-lyase	CDS	0.6889882044475822	0.522868694843909	0
1142	DN756_02360		acetyl-CoA carboxylase biotin carboxyl carrier protein	CDS	0.5633715114514248	0.5739403437620784	0
1143	DN756_02355	accC	acetyl-CoA carboxylase biotin carboxylase subunit	CDS	0.6066572553877062	0.5866129916101912	0
1144	DN756_02395	mreC	rod shape-determining protein MreC	CDS	0.5229347689378854	0.5652788241924231	0
1145	DN756_02400	mreD	rod shape-determining protein MreD	CDS	0.5740602686126425	0.5366941400417607	0
1146	DN756_02405		septum formation inhibitor Maf	CDS	0.5662476205995048	0.520097146196597	0
1147	DN756_18335		autoinducer-2 kinase	CDS	0.540665463122402	0.7152774141132052	0
1148	DN756_03425	parE	DNA topoisomerase IV subunit B	CDS	0.5618232282690075	0.6179806578238711	0
1149	DN756_02415		AsmA2 domain-containing protein	CDS	0.5692968742626886	0.5178552563780304	0
1150	DN756_02420		carbon-nitrogen hydrolase family protein	CDS	0.5483147914982441	0.5261305631561457	0
1151	DN756_02425	tldD	metalloprotease TldD	CDS	0.5808266058077897	0.5469160332318519	0
1152	DN756_02350		DUF997 family protein	CDS	0.5336152823553942	0.535805278629833	0
1153	DN756_18285		pectin esterase	CDS	0.5626751577400533	0.5445904764905701	0
1154	DN756_17970		carbamoyl-phosphate synthase large subunit	CDS	0.5696516523196475	0.6875446136440382	0
1155	DN756_02345	panF	sodium/panthothenate symporter	CDS	0.5194049378080664	0.5420970208317987	0
1156	DN756_19670		YscQ/HrcQ family type III secretion apparatus protein	CDS	0.5473576250854325	0.5305715359463645	0
1157	DN756_03650	fliR	flagellar biosynthetic protein FliR	CDS	0.5609255388071318	0.5376402904185055	0
1158	DN756_18305		efflux RND transporter permease subunit	CDS	0.5788333404134125	0.53633666391159	0
1159	DN756_18325		O-antigen ligase family protein	CDS	0.48612529922267855	0.5979879912992081	0
1160	DN756_02410		ribonuclease G	CDS	0.565589786969657	0.5543522792334015	0
1161	DN756_02535	treB	PTS trehalose transporter subunit IIBC	CDS	0.49806101362960464	0.6412251434417866	0
1162	DN756_19345	rhaR	HTH-type transcriptional activator RhaR	CDS	0.6262008433850142	0.56836400857976	0
1163	DN756_17990		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	CDS	0.5930970899446454	0.5448486576322259	0
1164	DN756_19290		4Fe-4S dicluster domain-containing protein	CDS	0.5064417791562709	0.6970270135899329	0
1165	DN756_19260	fxsA	membrane protein FxsA	CDS	0.5437815393985802	0.5309549338195483	0
1166	DN756_19255		co-chaperone GroES	CDS	0.5917783009180315	0.4618568789841938	0
1167	DN756_19250		molecular chaperone GroEL	CDS	0.6377554678523241	0.42736953764544894	0
1168	DN756_02275		cold-shock protein	CDS	0.723211273388709	0.41489134900757424	0
1169	DN756_19235		DUF4156 domain-containing protein	CDS	0.4993195787005871	0.5667052628023946	0
1170	DN756_02270		cold-shock protein	CDS	0.8479275658677445	0.34145559835632294	0
1171	DN756_02265	cspA	RNA chaperone/antiterminator CspA	CDS	0.864907155434169	0.33315167352342406	0
1172	DN756_19780		hydrolase	CDS	0.5140148910884298	0.5565952915726289	0
1173	DN756_03470		YgiQ family radical SAM protein	CDS	0.5295668985394628	0.5843862190800051	0
1174	DN756_19230	epmB	EF-P beta-lysylation protein EpmB	CDS	0.5872732770249108	0.4836940325946903	0
1175	DN756_17995		FKBP-type peptidyl-prolyl cis-trans isomerase	CDS	0.5508927495519482	0.543540779576693	0
1176	DN756_19790		hypothetical protein	CDS	0.6533483787301152	0.5125222026133931	0
1177	DN756_03620		type 1 fimbrial protein	CDS	0.5839827735115539	0.6181119026037741	0
1178	DN756_03615		fimbrial chaperone protein	CDS	0.6144503654699639	0.5967716944898576	0
1179	DN756_18340	lsrR	transcriptional regulator LsrR	CDS	0.5445863981723148	0.7019512992592152	0
1180	DN756_03380		4,5-DOPA dioxygenase extradiol	CDS	0.5826271265511141	0.5373822700398857	0
1181	DN756_03375	ribB	3,4-dihydroxy-2-butanone-4-phosphate synthase	CDS	0.5988877073447322	0.5179311566724621	0
1182	DN756_19825		menaquinone-dependent protoporphyrinogen IX dehydrogenase	CDS	0.5233083963013543	0.5392753803353926	0
1183	DN756_18275		DUF1435 domain-containing protein	CDS	0.5551775651569126	0.5095763512701708	0
1184	DN756_02245		SIS domain-containing protein	CDS	0.5693461592528737	0.5015089729520149	0
1185	DN756_19210		fumarate reductase subunit C	CDS	0.5909380218153354	0.5862335533589546	0
1186	DN756_19205		succinate dehydrogenase/fumarate reductase iron-sulfur subunit	CDS	0.5683855703116407	0.5731656056283638	0
1187	DN756_19200		fumarate reductase (quinol) flavoprotein subunit	CDS	0.58211506889335	0.5534392800775196	0
1188	DN756_19215	frdD	fumarate reductase subunit FrdD	CDS	0.5725022582134676	0.5858396912141288	0
1189	DN756_19270		anaerobic C4-dicarboxylate transporter	CDS	0.6982785724309275	0.5836763955079219	0
1190	DN756_19265	aspA	aspartate ammonia-lyase	CDS	0.6525890101358519	0.5383481323641106	0
1191	DN756_02570		PTS phosphocarrier protein NPr	CDS	0.5494064607385635	0.542339889632493	0
1192	DN756_02550		2-iminobutanoate/2-iminopropanoate deaminase	CDS	0.538480475334822	0.5281869823402284	0
1193	DN756_02555		aspartate carbamoyltransferase regulatory subunit	CDS	0.575661115375044	0.5058556160949641	0
1194	DN756_02560	pyrB	aspartate carbamoyltransferase	CDS	0.5614695050653872	0.5224066419703349	0
1195	DN756_02545		hypothetical protein	CDS	0.5002513739393655	0.5828143989741552	0
1196	DN756_02290		N-acyl homoserine lactonase family protein	CDS	0.603129929603962	0.5815522971599404	0
1197	DN756_03670		FliM/FliN family flagellar motor switch protein	CDS	0.5186304632188982	0.7395152089329069	0
1198	DN756_02585	ptsN	PTS IIA-like nitrogen regulatory protein PtsN	CDS	0.5183028770268289	0.5360179615645044	0
1199	DN756_19285		formate dehydrogenase subunit alpha	CDS	0.5261065140815583	0.6559259965425207	0
1200	DN756_02295		NAD(P)-dependent oxidoreductase	CDS	0.5237174694047507	0.6389925720570312	0
1201	DN756_03435		flavodoxin family protein	CDS	0.6113015137277753	0.5383315393062462	0
1202	DN756_02285		glycine zipper 2TM domain-containing protein	CDS	0.5341883086443263	0.568883424677423	0
1203	DN756_02595		RNA polymerase factor sigma-54	CDS	0.505872423165318	0.5588479205897706	0
1204	DN756_19775		cation acetate symporter	CDS	0.546577295665927	0.5177393448545528	0
1205	DN756_19280		thiol:disulfide interchange protein DsbD	CDS	0.5354224711650477	0.5699257552363818	0
1206	DN756_19275	cutA	divalent cation tolerance protein CutA	CDS	0.5619297222783236	0.5938970896039816	0
1207	DN756_02590		ribosome hibernation promoting factor	CDS	0.5396421927917008	0.6476036670618274	0
1208	DN756_17940		DUF3757 domain-containing protein	CDS	0.8193677819293871	0.4564569374321831	0
1209	DN756_21655		hypothetical protein	CDS	0.17514544121985198	0.14965183775915758	1
1210	DN756_11155		PLP-dependent aminotransferase family protein	CDS	0.3417562632078745	0.33241295445141694	1
1211	DN756_10375		DMT family transporter	CDS	0.4294443944008265	0.41803633769254095	1
1212	DN756_10215		hypothetical protein	CDS	0.2393533625985638	0.3778834571219221	1
1213	DN756_21790		hypothetical protein	CDS	0.14194911433379784	0.21146755684970941	1
1214	DN756_10255		YchJ family protein	CDS	0.41737686611687447	0.4447080619952838	1
1215	DN756_10180		hypothetical protein	CDS	0.3186216377963468	0.3599328494088539	1
1216	DN756_11165		LysR family transcriptional regulator	CDS	0.33727604291867136	0.37080653354092147	1
1217	DN756_11175		MFS transporter	CDS	0.3975770679373714	0.4445550353804316	1
1218	DN756_21805		hypothetical protein	CDS	0.1587764018676872	0.17717977722964331	1
1219	DN756_10140	tonB	TonB system transport protein TonB	CDS	0.33634205368726133	0.363034616964227	1
1220	DN756_11160	nqrE	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	CDS	0.28426361256120797	0.35134177195571137	1
1221	DN756_21635		hypothetical protein	CDS	0.30775171361111564	0.3361062729080634	1
1222	DN756_11170		GntR family transcriptional regulator	CDS	0.37796659518090814	0.39991882292618547	1
1223	DN756_21630		IS3 family transposase	CDS	0.10702426121132884	0.14685873880929856	1
1224	DN756_21785		IS3 family transposase	CDS	0.13095556218738894	0.18175707889834197	1
1225	DN756_21795		cysteine protease	CDS	0.09468162870332403	0.12498003075985538	1
1226	DN756_21660		hypothetical protein	CDS	0.1333042401827927	0.28496715026873387	1
1227	DN756_21715		IS21 family transposase	CDS	0.18742612288027058	0.3512391280668003	1
1228	DN756_10435		cysteine desulfurase	CDS	0.38954500842593803	0.48676135418840183	1
1229	DN756_21745		IS6 family transposase	CDS	0.3078678738189128	0.43813032004083907	1
1230	DN756_21695		IS3 family transposase	CDS	0.32231054584040625	0.3767315364893206	1
1231	DN756_17595		DUF721 domain-containing protein	CDS	0.40361711846037773	0.4443359847113357	1
1232	DN756_18190		YtjB family periplasmic protein	CDS	0.41784172740663106	0.44224292062534426	1
1233	DN756_21730		hypothetical protein	CDS	0.15047958789128008	0.2635661033548852	1
1234	DN756_10825		DUF4405 domain-containing protein	CDS	0.4081737517811745	0.2556140738315287	1
1235	DN756_10830		flavodoxin	CDS	0.32580388834573165	0.39865667853180486	1
1236	DN756_10865		HEAT repeat domain-containing protein	CDS	0.36114035294287505	0.30009492907963237	1
1237	DN756_11020		PLP-dependent aminotransferase family protein	CDS	0.36277771314384927	0.38114930146775083	1
1238	DN756_21750		hypothetical protein	CDS	0.4222678810246053	0.36838440394505967	1
1239	DN756_21725		YopE regulator	CDS	0.1424089263590865	0.25223239532764075	1
1240	DN756_10870		hypothetical protein	CDS	0.3822014583646308	0.33872181873695995	1
1241	DN756_10990		phosphoporin PhoE	CDS	0.3973728701904395	0.39155582288533575	1
1242	DN756_10875		hypothetical protein	CDS	0.3589086738917129	0.4565523706790258	1
1243	DN756_21700		hypothetical protein	CDS	0.2876744624903545	0.3201410429449506	1
1244	DN756_21810		IS6 family transposase	CDS	0.13872982866445033	0.19195760259529981	1
1245	DN756_10880		SDR family oxidoreductase	CDS	0.3850476082565326	0.2828295622731301	1
1246	DN756_21720		IS3 family transposase	CDS	0.3545282319927641	0.41529684509114123	1
1247	DN756_21705		CesT family type III secretion system chaperone	CDS	0.3152815035065777	0.4066523218736011	1
1248	DN756_21710		AAA family ATPase	CDS	0.19610216493824528	0.34196719697568345	1
1249	DN756_22040		IS3 family transposase	CDS	0.23246149077265857	0.20033758653927353	1
1250	DN756_11145		DeoR/GlpR transcriptional regulator	CDS	0.40387933729151504	0.3964879399212995	1
1251	DN756_21755		ParB/RepB/Spo0J family plasmid partition protein	CDS	0.3268973559248414	0.4810761541791428	1
1252	DN756_21690		hypothetical protein	CDS	0.2876091376856118	0.4457406715523389	1
1253	DN756_10490	fadD	long-chain-fatty-acid--CoA ligase FadD	CDS	0.36836383643840026	0.42217197086226743	1
1254	DN756_10495		gluconate 5-dehydrogenase	CDS	0.421439151627254	0.15118172262884932	1
1255	DN756_11135		glutaminase	CDS	0.4051464792911337	0.35006015777765465	1
1256	DN756_21665	yadA	trimeric autotransporter adhesin YadA	CDS	0.2079455765843436	0.2692923809266944	1
1257	DN756_11125		FTR1 family iron permease	CDS	0.2295137691505887	0.3157832245535591	1
1258	DN756_11120		iron transporter	CDS	0.3176042697010283	0.39326092470612195	1
1259	DN756_21780		conjugal transfer protein TraT	CDS	0.13531609201152087	0.1572322186880915	1
1260	DN756_18280		GGDEF domain-containing protein	CDS	0.4217274263549001	0.3995303737209171	1
1261	DN756_21670		IS3 family transposase	CDS	0.15683679646993437	0.1918356804199204	1
1262	DN756_10695		molecular chaperone	CDS	0.39860486964457753	0.44657319476300933	1
1263	DN756_10570		zinc ABC transporter substrate-binding protein	CDS	0.3868261764563086	0.4396682186106964	1
1264	DN756_21680		recombinase family protein	CDS	0.2700160552717081	0.3765722371735195	1
1265	DN756_21685		hypothetical protein	CDS	0.27897519703523826	0.3493626401061208	1
1266	DN756_21775		complement resistance protein TraT	CDS	0.13534064482764563	0.18627758350960658	1
1267	DN756_11115		DUF2318 domain-containing protein	CDS	0.3526763758675116	0.4268823459703138	1
1268	DN756_21770		IS3 family transposase	CDS	0.14384110579963555	0.21611377698836565	1
1269	DN756_17715		long-chain fatty acid--CoA ligase	CDS	0.3905318627267025	0.45577822068427504	1
1270	DN756_21765		IS481 family transposase	CDS	0.2856757913911783	0.4457385334535008	1
1271	DN756_17680		gluconate 5-dehydrogenase	CDS	0.36261343336441704	0.43910404379865076	1
1272	DN756_21760	sopA	plasmid-partitioning protein SopA	CDS	0.32910971228700403	0.46766899051457755	1
1273	DN756_21675		Tn3 family transposase	CDS	0.2956964854613713	0.4398647700135758	1
1274	DN756_19845	fadB	fatty acid oxidation complex subunit alpha FadB	CDS	0.32652518682180826	0.4087467882574417	1
1275	DN756_21885		chaperone protein SycN	CDS	0.1921946706056464	0.3105103056069397	1
1276	DN756_10100		BON domain-containing protein	CDS	0.3451893349256863	0.45241537229511103	1
1277	DN756_09075	sufA	Fe-S cluster assembly scaffold SufA	CDS	0.35172501745727314	0.4964768253095146	1
1278	DN756_21965		EscD/YscD/HrpQ family type III secretion system inner membrane ring protein	CDS	0.27107571939563013	0.34521873846457274	1
1279	DN756_21960		EscC/YscC/HrcC family type III secretion system outer membrane ring protein	CDS	0.22751833030487661	0.373017612162873	1
1280	DN756_09150		cyclopropane fatty acyl phospholipid synthase	CDS	0.29432579615244286	0.33674582794610847	1
1281	DN756_09155		Bcr/CflA family multidrug efflux MFS transporter	CDS	0.3424505457130397	0.43865793542933335	1
1282	DN756_09160		LysR family transcriptional regulator	CDS	0.39503014447181845	0.4498507493280582	1
1283	DN756_09185		hypothetical protein	CDS	0.36841365693547123	0.44326601650113145	1
1284	DN756_09195		gluconate 5-dehydrogenase	CDS	0.3763844298228139	0.4018407123975465	1
1285	DN756_21955		chaperone protein YscB	CDS	0.1687312946208062	0.3134272429753689	1
1286	DN756_21950		translocation protein YopA	CDS	0.1646132562175205	0.2957084498370613	1
1287	DN756_09070		vago -PB, isoform B	CDS	0.3100092089426451	0.306527892408793	1
1288	DN756_09310		hypothetical protein	CDS	0.3746400248637768	0.2870829276145155	1
1289	DN756_09325	pspB	envelope stress response membrane protein PspB	CDS	0.27410680146037647	0.47264751528585364	1
1290	DN756_09330	pspC	envelope stress response membrane protein PspC	CDS	0.2989799435855032	0.4580377835236686	1
1291	DN756_21945		AraC family transcriptional regulator	CDS	0.2168564130348128	0.2515911543082817	1
1292	DN756_21940	yscW	type III secretion system chaperone YscW	CDS	0.2755540282039975	0.3248604838133702	1
1293	DN756_21935		EscU/YscU/HrcU family type III secretion system export apparatus switch protein	CDS	0.264362763136514	0.3401708567760649	1
1294	DN756_09335	pspD	phage shock protein PspD	CDS	0.2898511091940335	0.4512926104662405	1
1295	DN756_09340		YcjX family protein	CDS	0.3828810073480477	0.45584493141220567	1
1296	DN756_09350		RES domain-containing protein	CDS	0.43794270534137864	0.31151756404168335	1
1297	DN756_21930		EscT/YscT/HrcT family type III secretion system export apparatus protein	CDS	0.2545011486370473	0.3375522351903094	1
1298	DN756_21925		EscS/YscS/HrcS family type III secretion system export apparatus protein	CDS	0.2421817662982797	0.3292799438659065	1
1299	DN756_09320	pspA	phage shock protein PspA	CDS	0.20345998459782924	0.3778732170938641	1
1300	DN756_21970		EscE/YscE/SsaE family type III secretion system needle protein co-chaperone	CDS	0.26601840051560316	0.3946512965838043	1
1301	DN756_21975		EscF/YscF/HrpA family type III secretion system needle major subunit	CDS	0.26040045624101354	0.3944451935278028	1
1302	DN756_09035		3-deoxy-7-phosphoheptulonate synthase	CDS	0.38911855661481454	0.43652709983609145	1
1303	DN756_08750		molecular chaperone	CDS	0.35935174785934326	0.3620697670873468	1
1304	DN756_08760		type 1 fimbrial protein	CDS	0.39853898480406175	0.4006287987755367	1
1305	DN756_08765		molecular chaperone	CDS	0.3915475310482648	0.39178025225296736	1
1306	DN756_08795		metal-dependent hydrolase	CDS	0.4592821632018035	0.21331646910567728	1
1307	DN756_22035		IS66 family transposase	CDS	0.1305376534589055	0.18443480072663143	1
1308	DN756_08855		transposase	CDS	0.33888652859433377	0.33774913077408875	1
1309	DN756_08865		hypothetical protein	CDS	0.3878759301343958	0.3889873459996388	1
1310	DN756_22030		tyrosine-protein phosphatase YopH	CDS	0.163159387701037	0.2606792888549257	1
1311	DN756_08890		manganese/iron ABC transporter ATP-binding protein	CDS	0.341223120633232	0.45698399525713124	1
1312	DN756_08895		metal ABC transporter substrate-binding protein	CDS	0.3055654941549478	0.44337567827690066	1
1313	DN756_08915		hypothetical protein	CDS	0.32084430850585544	0.2229338207734196	1
1314	DN756_22025		transposase	CDS	0.2170804227572292	0.22753449667693776	1
1315	DN756_22020		IS3 family transposase	CDS	0.15541064368442015	0.17370109442934056	1
1316	DN756_22015		hypothetical protein	CDS	0.20043742087505914	0.20562022525685147	1
1317	DN756_22010		translocation protein YopM	CDS	0.23133547329956158	0.2375573453761773	1
1318	DN756_22005		HrpE/YscL family type III secretion apparatus protein	CDS	0.35132193592985206	0.35880782544927065	1
1319	DN756_08960		DUF2502 domain-containing protein	CDS	0.399120515021308	0.3717179708625952	1
1320	DN756_22000		translocation protein YopK	CDS	0.36241719637431585	0.40865907203993407	1
1321	DN756_21995		EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	CDS	0.32122772328840415	0.3992346685386926	1
1322	DN756_09020		lipoprotein	CDS	0.3632079966608408	0.381481118907096	1
1323	DN756_21990		EscI/YscI/HrpB family type III secretion system inner rod protein	CDS	0.3095890158984861	0.42220278556479623	1
1324	DN756_21985		translocation protein YopH	CDS	0.2970829889043627	0.4121140253337542	1
1325	DN756_21980		YscG family type III secretion protein	CDS	0.28859537383513706	0.38792531121588436	1
1326	DN756_09365		2-Cys peroxiredoxin	CDS	0.39732936364496035	0.38880273601709325	1
1327	DN756_21815		hypothetical protein	CDS	0.24163697191140063	0.17773399823287103	1
1328	DN756_21920		EscR/YscR/HrcR family type III secretion system export apparatus protein	CDS	0.2109078378833422	0.3216885724106433	1
1329	DN756_09375	mpaA	murein tripeptide amidase MpaA	CDS	0.4153079379084581	0.4242628041844445	1
1330	DN756_09730		sigma-54-dependent Fis family transcriptional regulator	CDS	0.39007632823495864	0.4156572807858328	1
1331	DN756_09735	ydfG	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	CDS	0.40833767848843805	0.3608494145770229	1
1332	DN756_21850		CesD/SycD/LcrH family type III secretion system chaperone	CDS	0.1259716087086627	0.21812543107936122	1
1333	DN756_18030	nhaR	transcriptional activator NhaR	CDS	0.39417563985224374	0.37207196604092946	1
1334	DN756_09805		hypothetical protein	CDS	0.381478887752475	0.34967446333610475	1
1335	DN756_18035	nhaA	Na+/H+ antiporter NhaA	CDS	0.35660789612227883	0.3665881444910669	1
1336	DN756_21845		hypothetical protein	CDS	0.11210780160429194	0.18623278709034485	1
1337	DN756_21840		hypothetical protein	CDS	0.10382161026451123	0.15913121743359754	1
1338	DN756_17765		hypothetical protein	CDS	0.3460331220147453	0.4362343239787482	1
1339	DN756_21835		IS6 family transposase	CDS	0.2753457076385838	0.3235221827534401	1
1340	DN756_09720		hypothetical protein	CDS	0.3670140189083323	0.3498625790724464	1
1341	DN756_09855		type I secretion system permease/ATPase	CDS	0.3869562841934007	0.409961042076716	1
1342	DN756_09865		type I secretion system permease/ATPase	CDS	0.24322360679079533	0.2678375114231203	1
1343	DN756_09870		DUF2569 domain-containing protein	CDS	0.3943988707141818	0.4937255299403204	1
1344	DN756_21830		hypothetical protein	CDS	0.08243014876535561	0.1665757713429077	1
1345	DN756_21825		hypothetical protein	CDS	0.10433619568867163	0.12080799577157467	1
1346	DN756_09945		DUF2164 domain-containing protein	CDS	0.40469182358185246	0.22675131087139028	1
1347	DN756_09950	araD	L-ribulose-5-phosphate 4-epimerase	CDS	0.33592319286716865	0.5422620309628365	1
1348	DN756_09970		hypothetical protein	CDS	0.39548429882926334	0.36032553434982956	1
1349	DN756_09995	acnA	aconitate hydratase AcnA	CDS	0.3922478243478135	0.31061398974487736	1
1350	DN756_10035		YciK family oxidoreductase	CDS	0.4001441260907181	0.42831375202374705	1
1351	DN756_21820		transposase	CDS	0.27697263793940946	0.27141868514466233	1
1352	DN756_09860		HlyD family type I secretion periplasmic adaptor subunit	CDS	0.4247675796958529	0.34714602351780643	1
1353	DN756_09715		DMT family transporter	CDS	0.270662481450566	0.10791159167995887	1
1354	DN756_09710		cycle-inhibiting factor	CDS	0.3822684361012586	0.4358447157906851	1
1355	DN756_09705		hypothetical protein	CDS	0.40613687695360723	0.28764568409872127	1
1356	DN756_09390		hypothetical protein	CDS	0.34754233869196643	0.432325825002456	1
1357	DN756_09415	nifJ	pyruvate:ferredoxin (flavodoxin) oxidoreductase	CDS	0.40524986573705035	0.4024315705327184	1
1358	DN756_09435	hslJ	heat shock protein HslJ	CDS	0.424989746121043	0.35539975408609725	1
1359	DN756_09470		FMN-dependent NADH-azoreductase	CDS	0.3908279667531941	0.3236941678495525	1
1360	DN756_09490		serine protease	CDS	0.4301866784984325	0.34650244179978573	1
1361	DN756_21910		translocation protein YopP	CDS	0.2135384713950249	0.34921162643838893	1
1362	DN756_09495	asr	acid resistance repetitive basic protein Asr	CDS	0.2162689460472228	0.47691820523391354	1
1363	DN756_21905		translocation protein YopO	CDS	0.212769729453719	0.3389308586856299	1
1364	DN756_09540	rstA	two-component system response regulator RstA	CDS	0.42410357689569667	0.44150695821880376	1
1365	DN756_09545		hypothetical protein	CDS	0.33315376173113054	0.4480778148933541	1
1366	DN756_21900		EscN/YscN/HrcN family type III secretion system ATPase	CDS	0.21702412448913896	0.34615873821554854	1
1367	DN756_09590		alkaline phosphatase	CDS	0.3931985827705403	0.41227271689158895	1
1368	DN756_09615	ivbL	ilvB operon leader peptide IvbL	CDS	0.2712712469130921	0.4522093042279494	1
1369	DN756_09635		virulence factor	CDS	0.384490112786651	0.43526760412778126	1
1370	DN756_21895		YopN family type III secretion system gatekeeper subunit	CDS	0.2000776631042946	0.36568224930556975	1
1371	DN756_21890		TyeA family type III secretion system gatekeeper subunit	CDS	0.21266916934075683	0.36453394948999723	1
1372	DN756_18020		DUF2575 domain-containing protein	CDS	0.4260890285482679	0.4007787617517229	1
1373	DN756_21880		translocation protein YopX	CDS	0.19244273663108985	0.3183966021684471	1
1374	DN756_21875		chaperone protein YscY	CDS	0.22156096885332505	0.35474941136934435	1
1375	DN756_21870		EscV/YscV/HrcV family type III secretion system export apparatus protein	CDS	0.24846667968244177	0.4037907213583695	1
1376	DN756_21865		low calcium response locus protein R	CDS	0.2169687150073047	0.33606363434815695	1
1377	DN756_21860		low calcium response locus protein G	CDS	0.1577888524301617	0.24874071432141906	1
1378	DN756_21855		Virulence-associated V antigen	CDS	0.12560970514142253	0.23115291249293235	1
1379	DN756_21915		YscQ/HrcQ family type III secretion apparatus protein	CDS	0.21811039054384748	0.31841494330844694	1
1380	DN756_11180		hypothetical protein	CDS	0.37741138918107675	0.39808579930674265	1
1381	DN756_12450		thiol-disulfide oxidoreductase DCC family protein	CDS	0.3875158031026018	0.3795224591904023	1
1382	DN756_17545		hypothetical protein	CDS	0.30683853570323527	0.38562617991199416	1
1383	DN756_13830		ABC transporter substrate-binding protein	CDS	0.3874375824031188	0.30433609794111083	1
1384	DN756_13850		hypothetical protein	CDS	0.3640152976691817	0.372819002786085	1
1385	DN756_16405		flagellar brake protein	CDS	0.41287118707926607	0.3348656871432843	1
1386	DN756_16400		ABC transporter ATP-binding protein	CDS	0.36434305930503574	0.3802584324828818	1
1387	DN756_13925		hypothetical protein	CDS	0.4254193923198415	0.3938738369868021	1
1388	DN756_16385		methyltransferase	CDS	0.3507714764399517	0.39084833360721793	1
1389	DN756_20685		TonB-dependent hemoglobin/transferrin/lactoferrin family receptor	CDS	0.36830333587737524	0.4380886119097256	1
1390	DN756_16310	ggt	gamma-glutamyltransferase	CDS	0.26770010633766234	0.24735521987891226	1
1391	DN756_14050		omptin family outer membrane beta-barrel protein PcoA	CDS	0.32766923963468214	0.38716538673352163	1
1392	DN756_14060		methyl-accepting chemotaxis protein	CDS	0.4105452909282045	0.4277914394786889	1
1393	DN756_19130	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	CDS	0.3847452872562014	0.42982096303270373	1
1394	DN756_16205	yajL	protein deglycase YajL	CDS	0.37572704795437467	0.3807984245023346	1
1395	DN756_14185		porin	CDS	0.514854397761001	0.2748345568596554	1
1396	DN756_14195		hypothetical protein	CDS	0.31040610161146287	0.45855033516930277	1
1397	DN756_14280	phnE	phosphonate ABC transporter, permease protein PhnE	CDS	0.5099402052430513	0.25144144934531903	1
1398	DN756_14285	phnD	phosphonate ABC transporter substrate-binding protein	CDS	0.3031985823845729	0.39055358618081115	1
1399	DN756_14310	cyaB	class IV adenylate cyclase	CDS	0.3444325416030569	0.4179129200065142	1
1400	DN756_19195		hypothetical protein	CDS	0.43386496189088775	0.3194243751854345	1
1401	DN756_14335		DUF4097 domain-containing protein	CDS	0.40373507443687695	0.24336949196156207	1
1402	DN756_14390		transcriptional regulator	CDS	0.3475605266010211	0.3701036008467848	1
