	Locustag	Gene	Description	FeatureType	pil	pcnB	pil-pcnB	WT	cluster
618	DN756_12545	hisH	imidazole glycerol phosphate synthase subunit HisH	CDS	0.431240461793543	0.6324096587443094	0.4082790592482076	0.49739109101229045	0
619	DN756_12550	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	CDS	0.4452173476652806	0.6174030083421642	0.3660369994391563	0.5353615167991786	0
620	DN756_12555		imidazole glycerol phosphate synthase cyclase subunit	CDS	0.4331975516624103	0.6220931021385658	0.4136108743550966	0.504248052173255	0
621	DN756_12560		bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	CDS	0.39116870319997543	0.6278247305478794	0.36571918931032316	0.5648651413563525	0
622	DN756_12570		IS200/IS605-like element IS1541B family transposase	CDS	0.6080811463530801	0.5094344965902224	0.23081036657701132	0.5634184837351152	0
623	DN756_07010		L-glyceraldehyde 3-phosphate reductase	CDS	0.4290396604135324	0.5570959148196712	0.3694187397772591	0.607535106956673	0
624	DN756_07005		DUF2502 domain-containing protein	CDS	0.3857536197064753	0.6096112488236607	0.4192028297398389	0.5512143482612916	0
625	DN756_12725		galactose/methyl galactoside import ATP-binding protein MglA	CDS	0.43887481085676394	0.5412047904324029	0.332845469837786	0.635374038198699	0
626	DN756_13715		1-phosphofructokinase	CDS	0.4663710351011131	0.4652963982997571	0.2854484337441392	0.6960722024481425	0
627	DN756_13175	mukE	chromosome partition protein MukE	CDS	0.46244095572195615	0.5723528363092285	0.42387996359546637	0.5280969321081608	0
628	DN756_13220		hypothetical protein	CDS	0.5133659688083839	0.2055006050245312	0.29860557776299784	0.7778557657643268	0
629	DN756_13455	artP	arginine ABC transporter ATP-binding protein ArtP	CDS	0.40007127065172643	0.6312473703357758	0.4108900082385789	0.5221485774882296	0
630	DN756_13460		arginine ABC transporter substrate-binding protein	CDS	0.4061013070732344	0.6454028955105138	0.4284612578414	0.4847244386133435	0
631	DN756_13465	artQ	arginine ABC transporter permease ArtQ	CDS	0.3038039372037104	0.7852807547457173	0.31920319221220994	0.43490990566674326	0
632	DN756_13470	artM	arginine ABC transporter permease ArtM	CDS	0.30150649948437064	0.7693956930990727	0.2655456746165375	0.49659801942992726	0
633	DN756_13490		ABC transporter ATP-binding protein	CDS	0.4578341983103081	0.5187170717905027	0.4087157402307494	0.5952074344111257	0
634	DN756_13550		YbjN domain-containing protein	CDS	0.4403179578178971	0.47727555857389004	0.4791313655268685	0.5905601339232237	0
635	DN756_13580		hypothetical protein	CDS	0.3365915868932779	0.6716563579494272	0.2652510957103361	0.6043390577178028	0
636	DN756_06595		tRNA(Met) cytidine acetyltransferase	CDS	0.46165103835200166	0.5674616838598259	0.45095643290442744	0.5113744731227833	0
637	DN756_06590		DUF441 domain-containing protein	CDS	0.46381202926824167	0.5362583925817777	0.4696346255430102	0.5260690604690229	0
638	DN756_06580		phosphoribosylaminoimidazolesuccinocarboxamide synthase	CDS	0.47225713549724196	0.5313562223362102	0.44127344054936374	0.5476417749060593	0
639	DN756_13605		HAAAP family serine/threonine permease	CDS	0.449236255996426	0.6067798832788343	0.3424032810963153	0.5592539250116316	0
640	DN756_13665		amino acid permease	CDS	0.40965575571370305	0.5624140300234173	0.47910438817771184	0.5350996223810234	0
641	DN756_13670		LysR family transcriptional regulator	CDS	0.4255846797440944	0.56872305188224	0.4687404946070928	0.5250848687025418	0
642	DN756_13695		pH 6 antigen	CDS	0.42391432081258973	0.5080277924037769	0.4965624473097246	0.561809706819954	0
643	DN756_06525		uracil permease	CDS	0.515222240784664	0.49802387853659374	0.4212359427874753	0.55594832449801	0
644	DN756_13710		PTS fructose transporter subunit IIBC	CDS	0.4914965760864686	0.45090765183974285	0.3903268202148645	0.6346324752394888	0
645	DN756_06515		phosphoribosylformylglycinamidine cyclo-ligase	CDS	0.37415262757520507	0.5042402467402671	0.40140732093151127	0.6668011304343081	0
646	DN756_13440		NAD(P)-dependent oxidoreductase	CDS	0.4863812244199628	0.5237256684613998	0.4199941603701612	0.5592402292229709	0
647	DN756_13215		cold-shock protein	CDS	0.43089736451813315	0.6520914232164291	0.44451240024307287	0.43762194077655786	0
648	DN756_06645		sulfatase	CDS	0.3684179872391134	0.6066246129086202	0.2924821310719961	0.6408813998671914	0
649	DN756_13435		DUF2867 domain-containing protein	CDS	0.40020532010995635	0.5948252818036152	0.3898592699716991	0.5779518453124542	0
650	DN756_13225		VOC family protein	CDS	0.5252114873699434	0.49141382736300177	0.40285207438804405	0.566017270030118	0
651	DN756_13250	ihfB	integration host factor subunit beta	CDS	0.45488405033715107	0.5624979319451185	0.43696439260084924	0.5345453179154261	0
652	DN756_13255		30S ribosomal protein S1	CDS	0.4603046404314894	0.5599682293528079	0.412454710497271	0.5517574937427953	0
653	DN756_13260		(d)CMP kinase	CDS	0.48361690595430146	0.5430736997330238	0.43048868843630067	0.5346635709133993	0
654	DN756_06735		hypothetical protein	CDS	0.4786590702671065	0.4375078316079752	0.44215741674878295	0.6196524917619229	0
655	DN756_13275		hypothetical protein	CDS	0.3082151139061073	0.731469098807405	0.45621335283517206	0.40227574839234226	0
656	DN756_13280		hemagglutinin	CDS	0.3770436750511618	0.745839740561809	0.47556478644783007	0.274589297667329	0
657	DN756_13285		L-asparaginase 2	CDS	0.3374628905298498	0.7101879910785903	0.2681966224195559	0.5566169118574613	0
658	DN756_06710		NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase	CDS	0.3880258596152886	0.6738912890012898	0.3601948401917205	0.5153310974288835	0
659	DN756_13290		30S ribosomal protein S12 methylthiotransferase accessory protein YcaO	CDS	0.37172787792262596	0.56567323152944	0.4229871862760698	0.6024234558451681	0
660	DN756_13300	pflB	formate C-acetyltransferase	CDS	0.39511829733820825	0.6315740089680498	0.42463790816379415	0.5144690945575431	0
661	DN756_13305		glycosyltransferase family 25 protein	CDS	0.39462362596904954	0.6670472020516909	0.5126341424001899	0.36949487155801247	0
662	DN756_13310		pyruvate formate lyase 1-activating protein	CDS	0.41421731560416614	0.6278059701482535	0.4882241950620537	0.44262943265885357	0
663	DN756_13360		leucyl/phenylalanyl-tRNA--protein transferase	CDS	0.48238487044884887	0.5867214244418921	0.45130964224224346	0.4683827640745362	0
664	DN756_13385	cspD	cold shock-like protein CspD	CDS	0.417916151660846	0.5382007756128702	0.2725584449175014	0.6792627690480666	0
665	DN756_13425		ubiquinone-dependent pyruvate dehydrogenase	CDS	0.40303191005440353	0.6598603072585657	0.40140517257656083	0.49094148511947117	0
666	DN756_13430		low-specificity L-threonine aldolase	CDS	0.4178535981678241	0.6295830353021837	0.3521557958832977	0.5522769844776197	0
667	DN756_06650		anaerobic sulfatase maturase	CDS	0.416673165453998	0.5731663260882318	0.41658057033285356	0.5694949203023837	0
668	DN756_17905		LPS-assembly protein LptD	CDS	0.47162005443450256	0.49269126368992816	0.45840204324095624	0.5698222614915417	0
669	DN756_16785		bifunctional chorismate mutase/prephenate dehydrogenase	CDS	0.4455864208591974	0.5046804411913776	0.4686261645424669	0.5719614600049407	0
670	DN756_01500		50S ribosomal protein L5	CDS	0.4042445205496856	0.6055323853996661	0.40530840876637436	0.5528489772270676	0
671	DN756_20545		ATP-dependent protease	CDS	0.3401160689384937	0.7081331169380587	0.4253762334179616	0.449359108496271	0
672	DN756_20565		ABC transporter permease	CDS	0.4603368958589406	0.5822914479136464	0.4241642665793209	0.5187593728838167	0
673	DN756_20575		ABC transporter substrate-binding protein	CDS	0.43061991041618236	0.5960766704695796	0.4184674385971948	0.5330516846507123	0
674	DN756_20620		glutamate racemase	CDS	0.4753445882212672	0.538978826162674	0.41876682923487313	0.555142945672221	0
675	DN756_20625	btuB	TonB-dependent vitamin B12 receptor BtuB	CDS	0.423104647734465	0.5807808043898207	0.452229572387698	0.5283602257701151	0
676	DN756_01570	rplQ	50S ribosomal protein L17	CDS	0.4238206358386689	0.6110303418868382	0.4302985535261969	0.5117236996311804	0
677	DN756_01565		DNA-directed RNA polymerase subunit alpha	CDS	0.4202836845795314	0.6241861426463793	0.4288879875034908	0.49980834124661444	0
678	DN756_01560		30S ribosomal protein S4	CDS	0.43390395108941976	0.5952109578882049	0.4210497539667684	0.5293093438843868	0
679	DN756_01555		30S ribosomal protein S11	CDS	0.4339558940169271	0.5865406308219435	0.42014278213415857	0.5395668754320775	0
680	DN756_01550		30S ribosomal protein S13	CDS	0.4412458290253667	0.5756083555122531	0.4163894416868693	0.5482672453137191	0
681	DN756_01545		50S ribosomal protein L36	CDS	0.41565622756750703	0.6096771772004038	0.41673757221535707	0.5308987059593819	0
682	DN756_01540	secY	preprotein translocase subunit SecY	CDS	0.3059630109754345	0.7059874518547358	0.5000805225923456	0.39735100938876433	0
683	DN756_01535		50S ribosomal protein L15	CDS	0.37878784733295023	0.6519023646454645	0.37428420541629775	0.5398651750746776	0
684	DN756_01530		50S ribosomal protein L30	CDS	0.3892966162402641	0.648114404329923	0.39415021619253554	0.5225337027975585	0
685	DN756_01525	rpsE	30S ribosomal protein S5	CDS	0.39774148853731134	0.6355023181211296	0.37928864681673935	0.5422901754178489	0
686	DN756_01610	dprA	DNA-protecting protein DprA	CDS	0.4827080106064875	0.5441043184801141	0.4511427988505839	0.5171205296184627	0
687	DN756_01520		50S ribosomal protein L18	CDS	0.3953734121687198	0.6342602681640683	0.3642694741253447	0.5556091498517214	0
688	DN756_20500		DUF3289 family protein	CDS	0.29535543340484777	0.7116523948979633	0.48576710061248957	0.41273037295159554	0
689	DN756_20480		RNA-directed DNA polymerase	CDS	0.11654723636184029	0.36717785728375496	0.5424571344086903	0.7465503466920633	0
690	DN756_01755		hypothetical protein	CDS	0.3796466738444666	0.7716280479046905	0.29060231151664995	0.4195340930923368	0
691	DN756_01750	rpoC	DNA-directed RNA polymerase subunit beta'	CDS	0.3867339261463295	0.6657655062529318	0.4317291858105103	0.4698968729100212	0
692	DN756_01745	rpoB	DNA-directed RNA polymerase subunit beta	CDS	0.4085342273859516	0.6306281823612041	0.36473642450166405	0.5498865531250143	0
693	DN756_01740		50S ribosomal protein L7/L12	CDS	0.39747715457391175	0.6529366122006622	0.3728820851759742	0.5259701917357733	0
694	DN756_01735		50S ribosomal protein L10	CDS	0.39854298180039893	0.6307271557549663	0.3966398205364441	0.5348117420323855	0
695	DN756_01730		50S ribosomal protein L1	CDS	0.4342449400866007	0.5914293574488508	0.39792397131118595	0.5507260300846133	0
696	DN756_01725	rplK	50S ribosomal protein L11	CDS	0.44300458263858983	0.5712124100194912	0.40682086506113	0.5585338898865916	0
697	DN756_01720	nusG	transcription termination/antitermination protein NusG	CDS	0.45826313068074054	0.5367358415044888	0.43586117616108766	0.5585110335692822	0
698	DN756_20400	ppx	exopolyphosphatase	CDS	0.47098318947070633	0.5665934686023686	0.40344440422090444	0.5425673131289582	0
699	DN756_20405		ATP-dependent DNA helicase Rep	CDS	0.42372662986594034	0.536383873711422	0.48323577232859316	0.5470203574884299	0
700	DN756_20415		peptidyl-prolyl cis-trans isomerase	CDS	0.458284814908168	0.5547615793415673	0.4346798219597317	0.541542307573556	0
701	DN756_01680		type I pantothenate kinase	CDS	0.4548611731952457	0.5214838122754084	0.44363745472493193	0.5695101012443373	0
702	DN756_01675	birA	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	CDS	0.40484546366584007	0.5516590527293782	0.49627846208324605	0.5343034045963063	0
703	DN756_20430		type 1 fimbrial protein	CDS	0.39377266025377433	0.3587190603255103	0.4840420594934893	0.6942384406219163	0
704	DN756_20435		molecular chaperone	CDS	0.48417889736358233	0.5268070111483049	0.39119024938888747	0.5788051115322285	0
705	DN756_20485		ketol-acid reductoisomerase	CDS	0.3621577560843314	0.674320931907316	0.4201626994585347	0.4874385566236301	0
706	DN756_20395	rhlB	ATP-dependent RNA helicase RhlB	CDS	0.461472100865289	0.5273862651844763	0.42847593104184056	0.5703644483447172	0
707	DN756_01515		50S ribosomal protein L6	CDS	0.4115356732857221	0.6139861144064129	0.374798220979708	0.5596299978377041	0
708	DN756_01505		30S ribosomal protein S14	CDS	0.4167241494213299	0.5948701305943248	0.3799181449271426	0.5728286953102811	0
709	DN756_01395		30S ribosomal protein S7	CDS	0.48849457376850375	0.5528540237229036	0.40559192537276273	0.5396486541487325	0
710	DN756_01390		30S ribosomal protein S12	CDS	0.4996410181647418	0.5252970291140536	0.4043636842942454	0.5575947408245824	0
711	DN756_20715		hypothetical protein	CDS	0.3938395328190493	0.5754795076735065	0.4322489480962797	0.5717294863013374	0
712	DN756_20720		transposase	CDS	0.42083576069960016	0.7443496038799637	0.3615935504751924	0.3716060198313186	0
713	DN756_20725		methylenetetrahydrofolate reductase	CDS	0.4762048264533799	0.6109336702799388	0.39003406981432454	0.49785784935548005	0
714	DN756_20730		bifunctional aspartate kinase/homoserine dehydrogenase II	CDS	0.448425723362888	0.5469174053379426	0.42962340585263703	0.5614440769199224	0
715	DN756_20735		cystathionine gamma-synthase	CDS	0.46065870385835284	0.5537547390085878	0.42714274939788166	0.546532999206719	0
716	DN756_01360		protein SlyX	CDS	0.5237251930004272	0.4800960020519811	0.38166218070204816	0.5912306917372664	0
717	DN756_01355		MFS transporter permease	CDS	0.4429819895669201	0.5428343289404539	0.433067473849253	0.5670541520321729	0
718	DN756_01350		peptidylprolyl isomerase	CDS	0.42793922470265416	0.5502123424146126	0.4546208344766704	0.5544856130462288	0
719	DN756_20745		hypothetical protein	CDS	0.35571204394282535	0.5892265826465631	0.48893566457885307	0.5359317978992343	0
720	DN756_20750		50S ribosomal protein L31	CDS	0.4101926467008051	0.5354440936499613	0.39100964705278285	0.6262212636757221	0
721	DN756_20755		primosomal protein N'	CDS	0.4451266820801269	0.5491386991284739	0.4366214283170405	0.5564805965657856	0
722	DN756_20835		hypothetical protein	CDS	0.0	0.30103768537912995	0.563542879674236	0.7692826104560312	0
723	DN756_20840		aquaporin family protein	CDS	0.35792892848489755	0.6200975545489131	0.25587067753992915	0.6495352964784659	0
724	DN756_01400	fusA	elongation factor G	CDS	0.46925990597543626	0.5868136573499506	0.36884802132044175	0.5471709142119073	0
725	DN756_01510		30S ribosomal protein S8	CDS	0.4162019551619834	0.6051229790643626	0.3766404825241812	0.5645742286463005	0
726	DN756_01410	tuf	elongation factor Tu	CDS	0.494705021619334	0.5669290064392715	0.41042303102537175	0.5151809185580746	0
727	DN756_20655		glutathione peroxidase	CDS	0.48370857542357837	0.49390061590794243	0.40980696684188445	0.5951020463712943	0
728	DN756_17920		ribosomal RNA small subunit methyltransferase A	CDS	0.5119484005410296	0.5297810001211902	0.4342193172851604	0.5183575132960668	0
729	DN756_01495		50S ribosomal protein L24	CDS	0.3879052689539386	0.5928348371997587	0.4251161949494811	0.5633405532284916	0
730	DN756_01490		50S ribosomal protein L14	CDS	0.40703731530197673	0.590941755835228	0.4092433355294055	0.5635852708214643	0
731	DN756_01485		30S ribosomal protein S17	CDS	0.3960588748967481	0.6727593143800744	0.3166902685466927	0.5387388479942744	0
732	DN756_01480		50S ribosomal protein L29	CDS	0.4021352128365768	0.6497892096723781	0.37883647331195236	0.5220576405712203	0
733	DN756_01475		50S ribosomal protein L16	CDS	0.3989986621144347	0.645655202425618	0.35008793588955994	0.548969820988561	0
734	DN756_01470		30S ribosomal protein S3	CDS	0.4189539146585043	0.6512206074936796	0.3310609942043784	0.5392475831047238	0
735	DN756_01465	rplV	50S ribosomal protein L22	CDS	0.4265733849687052	0.638209280543924	0.3314582277128463	0.548506613219391	0
736	DN756_01460		30S ribosomal protein S19	CDS	0.4436982484449609	0.6243855925930825	0.3218525452918362	0.5564938770357005	0
737	DN756_01455		50S ribosomal protein L2	CDS	0.43159897211585113	0.6079967605757601	0.32242428536391987	0.583185087777018	0
738	DN756_01450		50S ribosomal protein L23	CDS	0.4232897102881596	0.5772277606011675	0.3362578279678529	0.6120168352961125	0
739	DN756_01445		50S ribosomal protein L4	CDS	0.4244024503339405	0.5729580228893196	0.34505630841369156	0.6103587536696959	0
740	DN756_01440		50S ribosomal protein L3	CDS	0.4322860141967857	0.5551196958168244	0.37254869663143125	0.6051267585261079	0
741	DN756_01435		30S ribosomal protein S10	CDS	0.4480285489541821	0.5199459014889091	0.3977790475519243	0.6088501524805424	0
742	DN756_01430		bacterioferritin	CDS	0.4441801550393501	0.5053977475681672	0.386528202805622	0.6307717931693664	0
743	DN756_01415		IS200/IS605 family transposase IS1541B	CDS	0.3772644631850899	0.5356370503833261	0.4716288642079899	0.5901954672142085	0
744	DN756_20845	glpK	glycerol kinase	CDS	0.4128272081111661	0.5394892186878264	0.3455625751083438	0.6473882805915077	0
745	DN756_01765		thiazole synthase	CDS	0.4363470117896906	0.5784140843806955	0.4040188153720581	0.558397017468403	0
746	DN756_01775		HesA/MoeB/ThiF family protein	CDS	0.472445172830319	0.5251371356384174	0.4529519109102215	0.5439311664591275	0
747	DN756_19960		hypothetical protein	CDS	0.3869570824597661	0.5609664451431207	0.41263150870165133	0.6044138497621602	0
748	DN756_02115		hypothetical protein	CDS	0.5530304121539776	0.5250277917306702	0.3981480875038961	0.5098835960885657	0
749	DN756_02110		RHS repeat protein	CDS	0.4366098329340363	0.5712077778307749	0.45749839587813	0.5232482643066089	0
750	DN756_19980		sn-glycerol 3-phosphate ABC transporter permease	CDS	0.4066337913188032	0.5337445748123716	0.47572332579086235	0.5687292905368404	0
751	DN756_19995		fimbrial assembly protein	CDS	0.40291038384382977	0.7047479795707446	0.4540214747044565	0.36723018447420885	0
752	DN756_02075		hypothetical protein	CDS	0.40318707849065055	0.600940847828563	0.4352862992664308	0.535570830815306	0
753	DN756_20040		ABC transporter ATP-binding protein	CDS	0.49620582234469396	0.5373059906933966	0.45027483236995686	0.5121861278582436	0
754	DN756_20070	ftsX	cell division protein FtsX	CDS	0.4362938551880132	0.5414493502372338	0.464990620540115	0.5479634986589684	0
755	DN756_20080	ftsY	signal recognition particle-docking protein FtsY	CDS	0.4552799877190702	0.5418791994010521	0.48121709642078936	0.517220622318313	0
756	DN756_20110		lysoplasmalogenase	CDS	0.5342668094394258	0.488703252900099	0.40205554771639973	0.5604279110525671	0
757	DN756_20135	glpC	anaerobic glycerol-3-phosphate dehydrogenase subunit C	CDS	0.3265643891673378	0.5860825178086315	0.2940160552365934	0.6807477809805706	0
758	DN756_20140		anaerobic glycerol-3-phosphate dehydrogenase subunit B	CDS	0.3358613362835708	0.6274339775380681	0.27948245716613335	0.6445256571750685	0
759	DN756_20145		anaerobic glycerol-3-phosphate dehydrogenase subunit A	CDS	0.29452369913109133	0.6936523870277529	0.265865524650334	0.6011802387165114	0
760	DN756_20160		glycerophosphodiester phosphodiesterase	CDS	0.40050120929196353	0.5471676583425775	0.5017580981389503	0.5370708947350981	0
761	DN756_20185	rhtC	threonine export protein RhtC	CDS	0.45064390415806715	0.5665352600445821	0.4731666893006209	0.5020668829027485	0
762	DN756_02125		type I addiction module toxin, SymE family	CDS	0.47973165685858277	0.5156935619689426	0.40248019665198803	0.584745567622774	0
763	DN756_02010	tssJ	type VI secretion system lipoprotein TssJ	CDS	0.3819961276590619	0.6369017308275584	0.5105582994482134	0.4333190124918252	0
764	DN756_02130		sugar phosphate isomerase/epimerase	CDS	0.43120187708702995	0.5663140441193919	0.4427126525090842	0.5453062001647628	0
765	DN756_02140		AraC family transcriptional regulator	CDS	0.43843161292839444	0.5197958894178283	0.4216076440249591	0.5998641084687922	0
766	DN756_19870	hemB	porphobilinogen synthase	CDS	0.39211609878514275	0.6328498496490405	0.35384762042959883	0.5661606612870745	0
767	DN756_19875	tatD	3'-5' ssDNA/RNA exonuclease TatD	CDS	0.39720228269804586	0.5877996908795701	0.45400903675011384	0.5390711127212972	0
768	DN756_19880	tatC	Sec-independent protein translocase subunit TatC	CDS	0.45087457421934696	0.5883931475230185	0.44901552792179406	0.49888944462234364	0
769	DN756_02205		Na+/H+ antiporter	CDS	0.4118898454081696	0.5665815880362927	0.47131378833594095	0.5359061226300096	0
770	DN756_19890		Sec-independent protein translocase subunit TatA	CDS	0.4782425556850576	0.5366084543891105	0.40860904669205395	0.5624713962250573	0
771	DN756_02195		NCS2 family permease	CDS	0.3170622596554105	0.524919776657559	0.3410142215195247	0.7124886331004978	0
772	DN756_19895		ubiquinone biosynthesis protein UbiB	CDS	0.4279967420469183	0.5313303557550347	0.4740722013264335	0.5565630151024783	0
773	DN756_19900		SCP2 domain-containing protein	CDS	0.45691111205444257	0.5208464712487405	0.4744050055050438	0.543038746150463	0
774	DN756_19910	rmuC	DNA recombination protein RmuC	CDS	0.45703308929544095	0.522525897650996	0.4431676738816475	0.5671770926257654	0
775	DN756_19920		carbon starvation protein A	CDS	0.2441621725350905	0.6595590036320121	0.21470441038731555	0.6776937142921774	0
776	DN756_19940		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	CDS	0.2817417279655019	0.7924788212423804	0.28918250897838743	0.4571349834635991	0
777	DN756_19945	metR	HTH-type transcriptional regulator MetR	CDS	0.4821453754294419	0.5438060511104952	0.4617680395182232	0.5085086955078629	0
778	DN756_19955		ImmA/IrrE family metallo-endopeptidase	CDS	0.39236709852372503	0.5739884152076558	0.4275055927055773	0.5777753260644921	0
779	DN756_02150		ribokinase	CDS	0.4756015694684303	0.531331531171957	0.4485362095321572	0.5387997956942395	0
780	DN756_02145		D-ribose pyranase	CDS	0.4629503166979102	0.5206658118651989	0.46046139486962595	0.5500540159464126	0
781	DN756_02135		gfo/Idh/MocA family oxidoreductase	CDS	0.44969665663964514	0.5556199734502393	0.4301269798069928	0.5514074204727347	0
782	DN756_01770	thiS	sulfur carrier protein ThiS	CDS	0.43103440208530314	0.4866741517588326	0.4172616951069643	0.6350199146682323	0
783	DN756_02005	tagH	type VI secretion system-associated FHA domain protein TagH	CDS	0.3950445198590995	0.5841481189182239	0.522928748698549	0.4788071911303797	0
784	DN756_01995	tssF	type VI secretion system baseplate subunit TssF	CDS	0.4391974467215171	0.5671089796407122	0.43540366353688414	0.5439822219363699	0
785	DN756_01885		homoserine O-succinyltransferase	CDS	0.3392499571735458	0.719480396113031	0.3300072643730487	0.5082840068581739	0
786	DN756_20340	wzxE	lipid III flippase WzxE	CDS	0.4431169213865724	0.6124888175873973	0.42756586996804496	0.49567355098869964	0
787	DN756_01840		hypothetical protein	CDS	0.3827580151398672	0.5493327385490222	0.4335862517249627	0.6031026500683928	0
788	DN756_01835		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase	CDS	0.3638671694718804	0.5451971669899732	0.3727163447767918	0.6568434047951283	0
789	DN756_01830	purD	phosphoribosylamine--glycine ligase	CDS	0.3774297879664595	0.5774207373292736	0.33216018574133005	0.6432741703706099	0
790	DN756_20345		dTDP-4-amino-4,6-dideoxygalactose transaminase	CDS	0.4156612229274513	0.5871095722761174	0.4688769690189367	0.5125255952826409	0
791	DN756_01820		DNA-binding protein HU-alpha	CDS	0.4226155768646517	0.5994279160145565	0.4165266631242791	0.5372036732938047	0
792	DN756_20350		dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	CDS	0.4193842648237885	0.6055160159677304	0.4540774020561272	0.5012792692369554	0
793	DN756_20355	rfbA	glucose-1-phosphate thymidylyltransferase	CDS	0.4341551789062047	0.5882295177185002	0.453519719592784	0.5097206872926234	0
794	DN756_01805		uroporphyrinogen decarboxylase	CDS	0.4460845000141776	0.5806092964018772	0.4832502129833977	0.47996947343588325	0
795	DN756_20360		dTDP-glucose 4,6-dehydratase	CDS	0.43357914516248885	0.6022965849322212	0.4146535844690669	0.5266026524298026	0
796	DN756_20365		UDP-N-acetyl-D-mannosamine dehydrogenase	CDS	0.41653573761040386	0.5953753784140138	0.41846538795674587	0.5448971069421611	0
797	DN756_20375		ECA polysaccharide chain length modulation protein	CDS	0.43269038898935214	0.5362865744734479	0.42279422272348005	0.5885752140104324	0
798	DN756_01785		phosphomethylpyrimidine synthase	CDS	0.43662986772154355	0.5316136650930504	0.4567230590416467	0.5640437190851801	0
799	DN756_01780		thiamine phosphate synthase	CDS	0.4687808101101283	0.5340570701457955	0.4288421110684909	0.5577831493278557	0
800	DN756_01890		malate synthase A	CDS	0.45436331891898035	0.5150942791441858	0.4769508214058091	0.5484065754293838	0
801	DN756_02000	tssG	type VI secretion system baseplate subunit TssG	CDS	0.40490958014157313	0.61906770206196	0.4441852624124078	0.505472912062476	0
802	DN756_01895	aceA	isocitrate lyase	CDS	0.4615269446840112	0.5081997495838969	0.44825084735401155	0.5725356510296253	0
803	DN756_20330		O-antigen assembly polymerase	CDS	0.3980869444224642	0.60897604055517	0.4130661218291406	0.5477694275031854	0
804	DN756_20190	recQ	ATP-dependent DNA helicase RecQ	CDS	0.41835155743489144	0.571436028276907	0.49198487324695345	0.5063533593006903	0
805	DN756_20210		magnesium transporter CorA	CDS	0.3804626994606263	0.480224018780545	0.4699024873629281	0.6354720123463574	0
806	DN756_20260	cyaY	iron donor protein CyaY	CDS	0.4792566970257521	0.5803996774515015	0.3864990623820427	0.532980025468086	0
807	DN756_01965	malM	maltose operon protein MalM	CDS	0.25526670919318073	0.49373467482699945	0.1378276975227534	0.8197978432801208	0
808	DN756_01960		maltoporin	CDS	0.2687825417174493	0.5420844405562245	0.14379428754996537	0.7830859515038886	0
809	DN756_01955	malK	maltose/maltodextrin ABC transporter ATP-binding protein MalK	CDS	0.30263503598333263	0.5100098896179258	0.14196346788420947	0.7925580870028184	0
810	DN756_01950		hypothetical protein	CDS	0.309464367224106	0.5095702302144993	0.15400077887558722	0.7879427301545705	0
811	DN756_01945	malE	maltose/maltodextrin ABC transporter substrate-binding protein MalE	CDS	0.260365307735245	0.4829046886656529	0.13785896247386506	0.8246258998226343	0
812	DN756_01940	malF	maltose ABC transporter permease MalF	CDS	0.28401210165193574	0.4970038386967474	0.16553571317809118	0.803070506305996	0
813	DN756_01935	malG	maltose ABC transporter permease MalG	CDS	0.2687034795749746	0.5123097972425561	0.15692500420255062	0.8004446606540777	0
814	DN756_20270		hypothetical protein	CDS	0.5264980391850418	0.42815294798410464	0.31956110649617775	0.6613361982242959	0
815	DN756_20275		hydroxymethylbilane synthase	CDS	0.4630951451301551	0.5437935760722842	0.4715852961815926	0.5171447975226253	0
816	DN756_20290	hemY	protoheme IX biogenesis protein HemY	CDS	0.44672694192473583	0.5659879670068682	0.46480242013725864	0.5138592908535888	0
817	DN756_20320		amino acid permease	CDS	0.4194379424350248	0.5200684416366825	0.49152593281604495	0.5585721849759279	0
818	DN756_20325		lipopolysaccharide N-acetylmannosaminouronosyltransferase	CDS	0.4491839585707087	0.5883097847439377	0.48182020847067975	0.4690145576062222	0
819	DN756_20335		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	CDS	0.4442063338857509	0.5896095701932444	0.47743729632742476	0.4765447678318135	0
820	DN756_19860		3-octaprenyl-4-hydroxybenzoate decarboxylase	CDS	0.4095739593538738	0.56785458841818	0.4403318671473403	0.562048205233455	0
821	DN756_20870		triose-phosphate isomerase	CDS	0.4814199669812867	0.5782700910079415	0.4583214085031955	0.4730539120914769	0
822	DN756_20880		PIG-L family deacetylase	CDS	0.4971044167931656	0.529449445463087	0.4450159853641155	0.5239573038654596	0
823	DN756_00755		sensor histidine kinase	CDS	0.4668531663470216	0.5471363496395221	0.44834525908883593	0.5307320082936993	0
824	DN756_21555	yidD	membrane protein insertion efficiency factor YidD	CDS	0.371174884923952	0.5827723508792367	0.49213165478393284	0.5295394472671574	0
825	DN756_21560		ribonuclease P protein component	CDS	0.4513479993889432	0.5300592980714431	0.42671444590132673	0.5772667543127107	0
